id,product_name,ingredient_name,min_intake_value,max_intake_value,display_unit,created_at,updated_at
243,상황버섯등 추출복합물,"상황버섯추출물,단삼추출물",900,900,mg,2026-01-15 17:00,2026-01-15 17:00
244,우뭇가사리추출물,푸코스테롤,1000,1000,mg,2026-01-15 17:00,2026-01-15 17:00
245,빌베리 추출물,총 안토시아노사이드,160,240,mg,2026-01-15 17:00,2026-01-15 17:00
246,피쉬 콜라겐펩타이드,글리신-프롤린-발린-글리신-프롤린-세린,3270,3270,mg,2026-01-15 17:00,2026-01-15 17:00
247,수국잎열수추출물,하이드란제놀,300,600,mg,2026-01-15 17:00,2026-01-15 17:00
248,들깨쇠비름혼합추출물,"리놀레산, 리놀렌산, 리그노세르산",1080,1080,mg,2026-01-15 17:00,2026-01-15 17:00
249,바이오게르마늄 효모,게르마늄,1,1,g,2026-01-15 17:00,2026-01-15 17:00
250,저분자콜라겐펩타이드 AG,글리신-프롤린-히드록시프롤린,1,1,g,2026-01-15 17:00,2026-01-15 17:00
251,옥수수수염·레몬밤추출복합물,"알란토인, 로즈마린산",1,1,g,2026-01-15 17:00,2026-01-15 17:00
252,Lactiplantibacillus plantarum Q180,"락티플란티바실러스 플란타럼 Q180 분말, 말토덱스트린",4000000000,4000000000,CFU,2026-01-15 17:00,2026-01-15 17:00
253,연어이리추출물,핵산,500,750,mg,2026-01-15 17:00,2026-01-15 17:00
254,살라시아레티큘라타추출물,살라시놀,500,500,mg,2026-01-15 17:00,2026-01-15 17:00
255,쑥부쟁이추출분말,루틴,2,2,g,2026-01-15 17:00,2026-01-15 17:00
256,인동덩굴꽃봉오리추출물,세콕시로가닌,250,250,mg,2026-01-15 17:00,2026-01-15 17:00
257,차즈기추출물,루테올린-7-O-디글루쿠로나이드,500,500,mg,2026-01-15 17:00,2026-01-15 17:00
258,가자추출물,엘라그산,500,500,mg,2026-01-15 17:00,2026-01-15 17:00
259,강황추출물,커큐민,250,250,mg,2026-01-15 17:00,2026-01-15 17:00
260,L. plantarum LC27과 B. longum LC67의 프로바이오틱스 복합물,프로바이오틱스 수,10000000000,10000000000,CFU,2026-01-15 17:00,2026-01-15 17:00
261,양춘사추출물,바닐릭산,500,500,mg,2026-01-15 17:00,2026-01-15 17:00
262,홍삼,"진세노사이드 Rg1, Rb1 및 Rg3",23,23,mg,2026-01-15 17:00,2026-01-15 17:00
263,CaHMB,"칼슘, HMB, 칼슘 HMB 일수화물",3,3,g,2026-01-15 17:00,2026-01-15 17:00
264,천마추출물,가스트로딘,500,500,mg,2026-01-15 17:00,2026-01-15 17:00
265,대두추출물등 복합물,"1) 대두 : 대두이소플라본, 2) 호프 : 8-프레닐나린게닌",190,190,mg,2026-01-15 17:00,2026-01-15 17:00
266,배초향·고지베리·무화과복합추출물,"틸리아닌, 베타인, 루틴",500,500,mg,2026-01-15 17:00,2026-01-15 17:00
267,홍삼추출효소처리분말,"진세노사이드 Rg3(진세노사이드 Rg3), 진세노사이드 Rg3(진세노사이드 Rg3)",400,400,mg,2026-01-15 17:00,2026-01-15 17:00
268,포도블루베리추출혼합분말,"(+)-카테킨, 퀘르세틴",600,600,mg,2026-01-15 17:00,2026-01-15 17:00
269,프로바이오틱스·익모초추출복합물,"프로바이오틱스 수, 레오누린",980,980,mg,2026-01-15 17:00,2026-01-15 17:00
270,털부처꽃추출물,오리엔틴,500,500,mg,2026-01-15 17:00,2026-01-15 17:00
271,산딸기·왕느릅나무·치자추출복합물,"엘라그산, 카테킨 7-O-β-D-아피오퓨라노사이드, 제니포사이드",1800,1800,mg,2026-01-15 17:00,2026-01-15 17:00
272,블랙커민추출분말,티모퀴논,900,900,mg,2026-01-15 17:00,2026-01-15 17:00
273,밀배유추출물,글루코실세라마이드,30,30,mg,2026-01-15 17:00,2026-01-15 17:00
274,핑거루트추출물,판두라틴,300,300,mg,2026-01-15 17:00,2026-01-15 17:00
275,골드키위유산균발효물,"구연산, 열처리배양균체 수",10,10,ml,2026-01-15 17:00,2026-01-15 17:00
276,모로오렌지추출분말,시아니딘 3-글루코사이드,400,400,mg,2026-01-15 17:00,2026-01-15 17:00
277,녹각효소분해추출물HP,"시알산, 글리신-프롤린-히드록시프롤린-글리신-프롤린-알라닌-글리신 -프롤린-아르기닌",500,500,mg,2026-01-15 17:00,2026-01-15 17:00
278,감국감태추출복합물,"루테올린-7-글루코사이드, 디엑콜",700,700,mg,2026-01-15 17:00,2026-01-15 17:00
279,Lactiplantibacillus plantarum LMT1-48 프로바이오틱스,프로바이오틱스 수,5000000000,5000000000,CFU,2026-01-15 17:00,2026-01-15 17:00
280,유청단백지질추출물,스핑고마이엘린,600,600,mg,2026-01-15 17:00,2026-01-15 17:00
281,저분자유청단백가수분해물,글리신-트레오닌-트립토판-티로신,10,10,g,2026-01-15 17:00,2026-01-15 17:00
282,황해쑥추출분말,이소클로로겐산 C,240,240,mg,2026-01-15 17:00,2026-01-15 17:00
283,연어코연골추출물,"콘드로이친황산나트륨,연어코연골 프로테오글리칸 특이펩타이드",50,50,mg,2026-01-15 17:00,2026-01-15 17:00
284,아연,아연,3,12,mg,2026-01-15 17:00,2026-01-15 17:00
285,구리,구리,0,7,mg,2026-01-15 17:00,2026-01-15 17:00
286,셀레늄,셀레늄,17,135,μg,2026-01-15 17:00,2026-01-15 17:00
287,요오드,요오드,45,150,μg,2026-01-15 17:00,2026-01-15 17:00
288,망간,망간,1,4,mg,2026-01-15 17:00,2026-01-15 17:00
289,몰리브덴,몰리브덴,8,230,μg,2026-01-15 17:00,2026-01-15 17:00
290,칼륨,칼륨,1050,3700,mg,2026-01-15 17:00,2026-01-15 17:00
291,크롬,크롬,9,9000,μg,2026-01-15 17:00,2026-01-15 17:00
292,식이섬유,식이섬유,5000,999999999,mg,2026-01-15 17:00,2026-01-15 17:00
293,단백질,단백질,12,25,g,2026-01-15 17:00,2026-01-15 17:00
294,필수 지방산,필수 지방산,600,999999999,mg,2026-01-15 17:00,2026-01-15 17:00
295,인삼,진세노사이드 Rg1과 Rb1의 합,3,80,mg,2026-01-15 17:00,2026-01-15 17:00
296,홍삼,"진세노사이드 Rg1, Rb1 및 Rg3 의 합",2,80,mg,2026-01-15 17:00,2026-01-15 17:00
297,알로에 전잎,안트라퀴논계화합물,20,30,mg,2026-01-15 17:00,2026-01-15 17:00
298,프로폴리스추출물,총 플라보노이드,20,40,mg,2026-01-15 17:00,2026-01-15 17:00
299,레시틴,인지질,1.2,18,g,2026-01-15 17:00,2026-01-15 17:00
300,식물스테롤,식물스테롤,800,3000,g,2026-01-15 17:00,2026-01-15 17:00
301,알콕시글리세롤 함유 상어간유,알콕시글리세롤,600,2700,g,2026-01-15 17:00,2026-01-15 17:00
302,옥타코사놀 함유 유지,옥타코사놀,7,40,mg,2026-01-15 17:00,2026-01-15 17:00
303,매실추출물,구연산,1000,1300,g,2026-01-15 17:00,2026-01-15 17:00
304,글루코사민,글루코사민 황산염 또는 염산염,2,2,g,2026-01-15 17:00,2026-01-15 17:00
305,뮤코다당.단백,뮤코다당·단백,1200,1500,g,2026-01-15 17:00,2026-01-15 17:00
306,히알루론산,히알루론산,120,240,mg,2026-01-15 17:00,2026-01-15 17:00
307,NAG,N-아세틸글루코사민,1,1,g,2026-01-15 17:00,2026-01-15 17:00
308,폴리감마글루탐산,폴리감마글루탐산,60,70,mg,2026-01-15 17:00,2026-01-15 17:00
309,라피노스,라피노스,3,5,g,2026-01-15 17:00,2026-01-15 17:00
310,분말한천,총 식이섬유,2,4,g,2026-01-15 17:00,2026-01-15 17:00
311,크레아틴,크레아틴 모노하이드레이트,3,3,g,2026-01-15 17:00,2026-01-15 17:00
312,상황버섯추출물,베타글루칸,287,535,mg,2026-01-15 17:00,2026-01-15 17:00
313,토마토추출물,모두-트랜스-라이코펜,6,15,mg,2026-01-15 17:00,2026-01-15 17:00
314,곤약감자추출물,글루코실세라미드,1,2,mg,2026-01-15 17:00,2026-01-15 17:00
315,BT-11원지추출분말,TMCA(트리메톡시 계피산),300,300,mg,2026-01-15 17:00,2026-01-15 17:00
316,L-글루타민,L-글루타민,3000,5000,mg,2026-01-15 17:00,2026-01-15 17:00
317,칸탈로프멜론추출물,슈퍼옥사이드디스뮤타아제 활성,500,1000,IU,2026-01-15 17:00,2026-01-15 17:00
318,소나무껍질추출물등복합물,"프로시아니딘, 비타민C, 비타민E, 감마리놀렌산",1130,1130,mg,2026-01-15 17:00,2026-01-15 17:00
319,가쯔오부시올리고펩타이드,가쯔오부시올리고펩타이드,1500,1500,g,2026-01-15 17:00,2026-01-15 17:00
320,녹차추출물 복합물,"카테킨, L-테아닌",1680,1680,mg,2026-01-15 17:00,2026-01-15 17:00
321,서목태펩타이드,"아르기닌, 로이신",4500,4500,g,2026-01-15 17:00,2026-01-15 17:00
322,허니부쉬추출발효분말,헤스페리딘,400,800,mg,2026-01-15 17:00,2026-01-15 17:00
323,Lactobacillus gasseri BNR17,락토바실러스 가세리 BNR17,10000000000,10000000000,CFU,2026-01-15 17:00,2026-01-15 17:00
324,아프리카망고 종자추출물,엘라그산,300,300,mg,2026-01-15 17:00,2026-01-15 17:00
325,유단백추출물,락토페린,40,40,mg,2026-01-15 17:00,2026-01-15 17:00
326,천마 등 복합추출물,"가스트로딘, 살비아놀산 B, 엘라그산, 스피카토사이드 A",1200,1200,g,2026-01-15 17:00,2026-01-15 17:00
327,L-아르기닌,L-아르기닌,6000,6000,g,2026-01-15 17:00,2026-01-15 17:00
328,프로바이오틱스 HY7714,프로바이오틱스수,10000000000,10000000000,CFU,2026-01-15 17:00,2026-01-15 17:00
329,미역 등 복합추출물,"후코잔틴, 푸닉산",600,600,mg,2026-01-15 17:00,2026-01-15 17:00
330,아마인,"총식이섬유, 세코이솔라리레시놀 디글리코사이드, 리놀렌산",50000,50000,g,2026-01-15 17:00,2026-01-15 17:00
331,강황 추출물,p-쿠마르산,1,1,g,2026-01-15 17:00,2026-01-15 17:00
332,미숙여주주정추출분말,감마-아미노부티르산,2400,2400,g,2026-01-15 17:00,2026-01-15 17:00
333,갈락토올리고당 분말,갈락토올리고당,2000,2000,g,2026-01-15 17:00,2026-01-15 17:00
334,참깨박추출물,세사미놀,1500,1500,g,2026-01-15 17:00,2026-01-15 17:00
335,저분자콜라겐펩타이드GT,발린-글리신-프롤린-히드록시프롤린-글리신-프롤린-알라닌-글리신,2000,2000,g,2026-01-15 17:00,2026-01-15 17:00
336,병풀추출분말,아시아티코사이드,300,300,mg,2026-01-15 17:00,2026-01-15 17:00
337,증숙생강추출분말,1-디하이드로-6-진저다이온,480,480,mg,2026-01-15 17:00,2026-01-15 17:00
338,댕댕이나무열매추출분말,시아니딘-3-글루코사이드,1960,1960,mg,2026-01-15 17:00,2026-01-15 17:00
339,홍삼오일,"베타-시토스테롤, 리놀레산, 펜타데카노산",1000,1000,mg,2026-01-15 17:00,2026-01-15 17:00
340,귀리식이섬유,귀리식이섬유,3,4.5,g,2026-01-15 17:00,2026-01-15 17:00
341,난소화성말토덱스트린,난소화성말토덱스트린 식이섬유,4000,30000,g,2026-01-15 17:00,2026-01-15 17:00
342,대두식이섬유,대두식이섬유,10,60,g,2026-01-15 17:00,2026-01-15 17:00
343,목이버섯식이섬유,목이버섯식이섬유,12,12,g,2026-01-15 17:00,2026-01-15 17:00
344,밀식이섬유,밀식이섬유,6,36,g,2026-01-15 17:00,2026-01-15 17:00
345,옥수수겨식이섬유,옥수수겨식이섬유,10,10,g,2026-01-15 17:00,2026-01-15 17:00
346,폴리덱스트로스,식이섬유,4500,12000,g,2026-01-15 17:00,2026-01-15 17:00
347,코엔자임Q10,코엔자임Q10,90,100,mg,2026-01-15 17:00,2026-01-15 17:00
348,쏘팔메토 열매 추출물,로르산,70,115,mg,2026-01-15 17:00,2026-01-15 17:00
349,헤마토코쿠스 추출물,아스타잔틴,4,12,mg,2026-01-15 17:00,2026-01-15 17:00
350,감마리놀렌산 함유 유지,감마리놀렌산,160,300,mg,2026-01-15 17:00,2026-01-15 17:00
351,인삼다당체추출물,"갈락토스와 아라비노스의 합, 진세노사이드 Rg1과 Rb1의 합, 인삼성분 확인",6000,6000,g,2026-01-15 17:00,2026-01-15 17:00
352,자몽추출물등 복합물,"자몽,오렌지, 나린진 비율,과라나",900,900,mg,2026-01-15 17:00,2026-01-15 17:00
353,포도과피 효소발효추출물,시아니딘,800,800,mg,2026-01-15 17:00,2026-01-15 17:00
354,황기추출물 등 복합물,"포모노네틴, 산지사이드 메틸 에스테르, 엘레우테로사이드 E",1500,1500,g,2026-01-15 17:00,2026-01-15 17:00
355,참당귀 추출분말,데커신,800,800,mg,2026-01-15 17:00,2026-01-15 17:00
356,L-arabinose,L-아라비노스,6000,6000,g,2026-01-15 17:00,2026-01-15 17:00
357,비파엽추출물,퀘르세틴,1500,1500,g,2026-01-15 17:00,2026-01-15 17:00
358,피니톨,피니톨,300,300,mg,2026-01-15 17:00,2026-01-15 17:00
359,피크노제놀-프랑스해안송껍질추출물<PYCNOGENOL>,프로시아니딘,50,200,mg,2026-01-15 17:00,2026-01-15 17:00
360,황금등복합물,"바이칼린, 카테킨",1100,1100,mg,2026-01-15 17:00,2026-01-15 17:00
361,곰피추출물,디에콜,420,420,mg,2026-01-15 17:00,2026-01-15 17:00
362,과채유래유산균,유산균,10000000000,1E+12,CFU,2026-01-15 17:00,2026-01-15 17:00
363,가시오가피숙지황복합추출물,"가시오가피,숙지황",800,800,mg,2026-01-15 17:00,2026-01-15 17:00
364,동충하초 주정추출물,코르디세핀,1500,1500,g,2026-01-15 17:00,2026-01-15 17:00
365,Lactobacillus sakei Probio65,유산균,10000000000,1E+12,CFU,2026-01-15 17:00,2026-01-15 17:00
366,AP 콜라겐 효소분해 펩타이드,글리신-프롤린-히드록시프롤린,1000,1500,mg,2026-01-15 17:00,2026-01-15 17:00
367,피카오프레토 분말 등 복합물,"총폴리페놀, 비타민C, 클로로겐산, 계피산",1350,1350,mg,2026-01-15 17:00,2026-01-15 17:00
368,연어 펩타이드,이소류신-트립토판,2000,2000,g,2026-01-15 17:00,2026-01-15 17:00
369,보리 베타글루칸 추출물,베타글루칸,3000,8000,g,2026-01-15 17:00,2026-01-15 17:00
370,지각상엽 추출 혼합물,"나린진, 아스트라갈린",2800,2800,g,2026-01-15 17:00,2026-01-15 17:00
371,크랜베리 추출물,총 안토시아노사이드,500,500,mg,2026-01-15 17:00,2026-01-15 17:00
372,창녕양파추출액,케르세틴,150,150,ml,2026-01-15 17:00,2026-01-15 17:00
373,매스틱 검,올레아논산,1050,1050,mg,2026-01-15 17:00,2026-01-15 17:00
374,유단백가수분해물,알파에스1카제인,300,300,mg,2026-01-15 17:00,2026-01-15 17:00
375,베타글루칸분말,베타글루칸,412,412,mg,2026-01-15 17:00,2026-01-15 17:00
376,발효율피추출분말,엘라그산,1,1,g,2026-01-15 17:00,2026-01-15 17:00
377,로즈마리추출물등복합물,로즈마리추출물등복합물,225,225,mg,2026-01-15 17:00,2026-01-15 17:00
378,열처리녹차추출물,"에피갈로카테킨갈레이트, 갈로카테킨갈레이트",900,900,mg,2026-01-15 17:00,2026-01-15 17:00
379,아쉬아간다 추출물,위타노사이드 IV,120,120,mg,2026-01-15 17:00,2026-01-15 17:00
380,흰목이버섯효소분해추출물,"유리딘, 만노스",600,1200,mg,2026-01-15 17:00,2026-01-15 17:00
381,녹차추출물,카테킨,0.3,1,g,2026-01-15 17:00,2026-01-15 17:00
382,바나바잎 추출물,코로솔산,0,1,mg,2026-01-15 17:00,2026-01-15 17:00
383,나토균배양분말,지표성분 : 피브린용해효소활성,44,67,mg,2026-01-15 17:00,2026-01-15 17:00
384,지초추출물,리소스펌산,2200,2200,mg,2026-01-15 17:00,2026-01-15 17:00
385,히드록시프로필메틸셀룰로오스,히드록시프로필메틸셀룰로오스,4000,8000,g,2026-01-15 17:00,2026-01-15 17:00
386,상엽추출물,1-데옥시노지리마이신,10,10,g,2026-01-15 17:00,2026-01-15 17:00
387,지방산복합물 FAC,미리스트올레산,1248,1248,mg,2026-01-15 17:00,2026-01-15 17:00
388,정제오징어유,정제오징어유,500,2000,g,2026-01-15 17:00,2026-01-15 17:00
389,자일로올리고당 분말,자일로올리고당,700,7500,g,2026-01-15 17:00,2026-01-15 17:00
390,자일로올리고당,자일로올리고당,700,7500,g,2026-01-15 17:00,2026-01-15 17:00
391,파크랜 크랜베리 분말,프로안토시아니딘,500,1000,mg,2026-01-15 17:00,2026-01-15 17:00
392,해태올리고펩티드,알라닌-라이신-티로신-세린-티로신,1600,1600,g,2026-01-15 17:00,2026-01-15 17:00
393,Green Mate Extract EFLA 920,클로로겐산,3000,3000,g,2026-01-15 17:00,2026-01-15 17:00
394,아티초크 추출물,클로로겐산,1920,1920,g,2026-01-15 17:00,2026-01-15 17:00
395,파크랜 크랜베리 분말,총 안토시아노사이드,500,1000,mg,2026-01-15 17:00,2026-01-15 17:00
396,닭가슴연골분말,콘드로이친 황산,40,40,mg,2026-01-15 17:00,2026-01-15 17:00
397,오미자추출물,쉬잔드린,1582,1582,mg,2026-01-15 17:00,2026-01-15 17:00
398,우슬 등 복합물,"석류농축분말,두충추출분말,우슬추출분말",1000,1000,mg,2026-01-15 17:00,2026-01-15 17:00
399,시서스추출물,"퀘르세틴, 이소람네틴",300,300,mg,2026-01-15 17:00,2026-01-15 17:00
400,저분자콜라겐펩타이드NS,Gly-Pro 디펩타이드,2,2,g,2026-01-15 17:00,2026-01-15 17:00
401,로즈마리자몽추출복합물,"카르노식산와 카르노솔의 합,자몽추출물",100,250,mg,2026-01-15 17:00,2026-01-15 17:00
402,석류농축분말,엘라그산,1,1,g,2026-01-15 17:00,2026-01-15 17:00
403,깻잎추출물,우르솔산,3,3,g,2026-01-15 17:00,2026-01-15 17:00
404,Lactobacillus acidophilus YT1,프로바이오틱스 수,100000000,100000000,CFU,2026-01-15 17:00,2026-01-15 17:00
405,리스펙타[프로바이오틱스 등 복합물],"프로바이오틱스 수, 락토페린",124,124,mg,2026-01-15 17:00,2026-01-15 17:00
406,그린커피빈주정추출물,클로로겐산,500,500,mg,2026-01-15 17:00,2026-01-15 17:00
407,미강주정추출물,감마-오리자놀,1,1,g,2026-01-15 17:00,2026-01-15 17:00
408,감잎주정추출분말,아스트라갈린,600,600,mg,2026-01-15 17:00,2026-01-15 17:00
409,가다랑어 엘라스틴 펩타이드,"글리신, L-발릴글리실-L-프롤릴-, 데스모신 및 이소데스모신",100,100,mg,2026-01-15 17:00,2026-01-15 17:00
410,크릴오일,EPA와 DHA의 합,1,2,g,2026-01-15 17:00,2026-01-15 17:00
411,Bifidobacterium breve B-3 프로바이오틱스,프로바이오틱스 수,5000000000,5000000000,CFU,2026-01-15 17:00,2026-01-15 17:00
412,L. curvatus HY7601와 L. plantarum KY1032의 프로바이오틱스 복합물,프로바이오틱스 수,10000000000,10000000000,CFU,2026-01-15 17:00,2026-01-15 17:00
413,크릴오일등복합물,"EPA와 DHA의 합, 아스타잔틴, 히알루론산나트륨",462,462,mg,2026-01-15 17:00,2026-01-15 17:00
414,Bacillus coagulans SNZ 1969 프로바이오틱스,프로바이오틱스 수,1000000000,1000000000,CFU,2026-01-15 17:00,2026-01-15 17:00
415,삼백초추출물,미퀠리아닌,450,450,mg,2026-01-15 17:00,2026-01-15 17:00
416,참나리추출분말,레갈로사이드 A,1,1,g,2026-01-15 17:00,2026-01-15 17:00
417,당귤농축분말,헤스페리딘,100,100,mg,2026-01-15 17:00,2026-01-15 17:00
418,타마린드강황주정추출복합물,"프로토카테츄산, 커큐민",250,250,mg,2026-01-15 17:00,2026-01-15 17:00
419,난각막가수분해물,세린-트립토판-발린-글루탐산(SWVE),500,500,mg,2026-01-15 17:00,2026-01-15 17:00
420,기장밀추출복합물,"밀리아신, 글루코실세라미드",300,300,mg,2026-01-15 17:00,2026-01-15 17:00
421,보스웰리아추출물,3-아세틸-11-케토-β-보스웰릭 산와 11-케토-β-보스웰릭 산의 합,500,500,mg,2026-01-15 17:00,2026-01-15 17:00
422,팔밋올레산 함유 명태유래 정제어유,"팔밋올레산, 팔밋올레산 : 팔미트산",1,1,g,2026-01-15 17:00,2026-01-15 17:00
423,오미자·두충·구기자추출복합물,"쉬잔드린, 제니포시딕산 베타인",253,253,mg,2026-01-15 17:00,2026-01-15 17:00
424,정어리펩타이드 SP100N,"바릴티로신, 펩타이드",250,400,μg,2026-01-15 17:00,2026-01-15 17:00
425,자일리톨,자일리톨,5,10,g,2026-01-15 17:00,2026-01-15 17:00
426,참당귀뿌리추출물,참당귀뿌리추출물,800,800,mg,2026-01-15 17:00,2026-01-15 17:00
427,카제인가수분해물,페닐알라닌-페닐알라닌-발린-알라닌-프롤린-페닐알라닌-프롤린-글루탐산-발린-페닐알라닌-글리신-라이신,4000,4000,mg,2026-01-15 17:00,2026-01-15 17:00
428,솔잎증류농축액,솔잎증류농축액,1350,1350,mg,2026-01-15 17:00,2026-01-15 17:00
429,콩발효추출물,"α-글루코시다아제 활성 억제능(2-아미노-2--1,3-프로판디올)",900,900,mg,2026-01-15 17:00,2026-01-15 17:00
430,돌외잎추출물,옴부오사이드,400,400,mg,2026-01-15 17:00,2026-01-15 17:00
431,오미자추출물,"쉬잔드린, 고미신 A, 고미신 N",783,783,mg,2026-01-15 17:00,2026-01-15 17:00
432,레몬 밤 추출물 혼합분말,"레몬밤,뽕나무잎, 6,인진쑥",1380,1380,mg,2026-01-15 17:00,2026-01-15 17:00
433,호로파종자 등 추출복합물,"호로파종자추출분말,비수리추출분말",400,400,mg,2026-01-15 17:00,2026-01-15 17:00
434,세리포리아 락세라타 균사체 배양물,베타글루칸,3,3,g,2026-01-15 17:00,2026-01-15 17:00
435,Lacticaseibacillus paracasei subsp. paracasei 327 열처리배양건조물,사균체 수,50,50,mg,2026-01-15 17:00,2026-01-15 17:00
436,Lacticaseibacillus paracasei HY7017 프로바이오틱스,프로바이오틱스 수,5000000000,5000000000,CFU,2026-01-15 17:00,2026-01-15 17:00
437,지초추출분말,리소스펌산,1000,1000,mg,2026-01-15 17:00,2026-01-15 17:00
