epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,905.515,1.23435,1.1442,1.50201,0.75041,0.69231,0.70112,0.47597,1.17152,1.24896,1.57413,0.006436,0.006436,0.006436
56,921.491,1.21639,1.12567,1.47076,0.87865,0.67105,0.75766,0.54167,1.12445,1.19538,1.52871,0.00637,0.00637,0.00637
57,937.606,1.22403,1.1127,1.47399,0.80699,0.68092,0.73732,0.51214,1.13503,0.98854,1.54224,0.006304,0.006304,0.006304
58,953.526,1.21127,1.12974,1.46561,0.79765,0.64834,0.72554,0.48671,1.21822,1.22785,1.62058,0.006238,0.006238,0.006238
59,969.463,1.23342,1.1378,1.4897,0.85012,0.69036,0.76361,0.53349,1.13665,1.09287,1.54942,0.006172,0.006172,0.006172
60,985.37,1.23447,1.11968,1.48479,0.86597,0.69408,0.75815,0.53046,1.14119,0.94832,1.53793,0.006106,0.006106,0.006106
61,1001.35,1.19529,1.09546,1.45153,0.81795,0.64803,0.73839,0.51067,1.1777,1.12449,1.569,0.00604,0.00604,0.00604
62,1017.3,1.20174,1.10092,1.45517,0.82242,0.71382,0.75533,0.5453,1.14087,0.96027,1.56498,0.005974,0.005974,0.005974
63,1033.42,1.19827,1.08075,1.4652,0.83735,0.69434,0.73849,0.5192,1.17926,1.02939,1.5815,0.005908,0.005908,0.005908
64,1049.36,1.20764,1.09552,1.45435,0.81492,0.69079,0.75527,0.52535,1.13764,0.98596,1.52972,0.005842,0.005842,0.005842
65,1065.33,1.19936,1.08486,1.45268,0.81139,0.70754,0.7633,0.52555,1.17017,1.09235,1.55104,0.005776,0.005776,0.005776
66,1081.31,1.20146,1.08499,1.45838,0.7633,0.72039,0.72981,0.50478,1.17434,1.03266,1.59242,0.00571,0.00571,0.00571
67,1097.28,1.19607,1.08847,1.44837,0.72275,0.53166,0.62082,0.3671,1.47444,1.32558,1.83488,0.005644,0.005644,0.005644
68,1113.22,1.18299,1.08196,1.43677,0.80603,0.69737,0.75021,0.51914,1.17445,0.96918,1.5577,0.005578,0.005578,0.005578
69,1129.21,1.15155,1.03945,1.42899,0.78165,0.73026,0.73653,0.5021,1.09826,1.11427,1.50633,0.005512,0.005512,0.005512
70,1145.17,1.15582,1.03164,1.42273,0.88226,0.67763,0.76509,0.53378,1.13036,0.99224,1.54325,0.005446,0.005446,0.005446
71,1161.18,1.14536,1.03003,1.41762,0.83424,0.72843,0.77172,0.54687,1.11311,0.92915,1.51573,0.00538,0.00538,0.00538
72,1177.26,1.1647,1.03937,1.42368,0.81141,0.71711,0.76418,0.53917,1.1545,0.96095,1.53895,0.005314,0.005314,0.005314
73,1193.22,1.14412,1.04854,1.41638,0.81129,0.6875,0.75981,0.51145,1.17906,1.03022,1.56941,0.005248,0.005248,0.005248
74,1211.15,1.14376,1.02718,1.4194,0.78105,0.66887,0.7203,0.47904,1.22589,1.11708,1.66419,0.005182,0.005182,0.005182
75,1227.1,1.16936,1.03229,1.42425,0.86139,0.69737,0.7736,0.53827,1.09896,0.95873,1.49352,0.005116,0.005116,0.005116
76,1243,1.11049,0.98051,1.3981,0.81541,0.74109,0.78116,0.52813,1.18429,0.88435,1.56957,0.00505,0.00505,0.00505
77,1258.97,1.12706,1.00078,1.42261,0.7934,0.71382,0.75829,0.52428,1.15132,0.97787,1.53339,0.004984,0.004984,0.004984
78,1274.96,1.12415,0.99198,1.39157,0.88837,0.67434,0.77831,0.5492,1.1106,1.03975,1.49598,0.004918,0.004918,0.004918
79,1291.04,1.13291,1.0063,1.39681,0.87638,0.71711,0.7868,0.56262,1.05711,0.94337,1.46972,0.004852,0.004852,0.004852
80,1307.12,1.1444,1.00127,1.40665,0.88772,0.72824,0.78983,0.57338,1.06485,0.89376,1.48068,0.004786,0.004786,0.004786
81,1323.24,1.10875,0.97369,1.38997,0.85913,0.70395,0.77634,0.55089,1.08127,0.91909,1.48059,0.00472,0.00472,0.00472
82,1339.21,1.11493,0.99002,1.38211,0.86822,0.71053,0.77511,0.55608,1.10182,0.91539,1.49438,0.004654,0.004654,0.004654
83,1355.17,1.10901,0.98541,1.38081,0.81052,0.71762,0.77042,0.54793,1.11476,0.9738,1.49893,0.004588,0.004588,0.004588
84,1371.16,1.10635,0.95524,1.39023,0.83991,0.71053,0.77462,0.54982,1.09729,0.9135,1.49666,0.004522,0.004522,0.004522
85,1387.13,1.07172,0.92348,1.35052,0.84985,0.74475,0.79965,0.57222,1.07317,0.88201,1.46397,0.004456,0.004456,0.004456
86,1403.07,1.09839,0.96668,1.38405,0.85235,0.6875,0.76099,0.52962,1.12284,1.00906,1.51862,0.00439,0.00439,0.00439
87,1419.05,1.10002,0.94562,1.37152,0.84881,0.75719,0.80211,0.57542,1.08366,0.96072,1.47273,0.004324,0.004324,0.004324
88,1435.12,1.07993,0.95605,1.37112,0.85077,0.72368,0.79893,0.58201,1.03719,0.84121,1.44102,0.004258,0.004258,0.004258
89,1451.19,1.07107,0.92259,1.34879,0.88096,0.75658,0.80313,0.58945,1.03503,0.81137,1.43558,0.004192,0.004192,0.004192
90,1467.26,1.06718,0.92068,1.35496,0.85597,0.76316,0.80404,0.58294,1.08526,0.89529,1.47327,0.004126,0.004126,0.004126
91,1483.26,1.08681,0.94772,1.36674,0.82296,0.77981,0.80081,0.58557,1.03313,0.85431,1.4345,0.00406,0.00406,0.00406
92,1499.24,1.07332,0.94115,1.35296,0.87063,0.70841,0.7872,0.56689,1.0731,0.93076,1.48883,0.003994,0.003994,0.003994
93,1515.3,1.05578,0.91165,1.34069,0.86926,0.75,0.80144,0.59325,1.03023,0.81731,1.43215,0.003928,0.003928,0.003928
94,1531.42,1.07741,0.92657,1.35771,0.84838,0.72039,0.77963,0.57588,1.03594,0.88806,1.43071,0.003862,0.003862,0.003862
95,1547.43,1.06109,0.91989,1.35801,0.82146,0.75676,0.79307,0.58329,1.02346,0.82355,1.45143,0.003796,0.003796,0.003796
96,1563.48,1.02558,0.86666,1.33368,0.86898,0.71711,0.78489,0.57672,1.05538,0.88798,1.4649,0.00373,0.00373,0.00373
97,1579.5,1.08201,0.92643,1.36007,0.88922,0.71382,0.79385,0.57794,1.02925,0.8881,1.44002,0.003664,0.003664,0.003664
98,1595.46,1.06728,0.91443,1.35241,0.84383,0.73355,0.78373,0.57925,1.01978,0.88605,1.42849,0.003598,0.003598,0.003598
99,1611.48,1.03358,0.89789,1.34124,0.87704,0.73684,0.79822,0.58532,1.06165,0.86349,1.47035,0.003532,0.003532,0.003532
100,1627.48,1.02321,0.8706,1.32394,0.84762,0.75329,0.79654,0.60013,0.99438,0.86757,1.40674,0.003466,0.003466,0.003466
101,1643.61,1.06877,0.90364,1.3495,0.87918,0.72368,0.78287,0.57802,1.04426,0.86347,1.43902,0.0034,0.0034,0.0034
102,1659.59,1.04499,0.90368,1.34176,0.84424,0.74884,0.79976,0.5825,1.03124,0.87714,1.43842,0.003334,0.003334,0.003334
103,1675.55,1.02146,0.8798,1.32501,0.83503,0.76645,0.78896,0.5888,1.02715,0.88261,1.42637,0.003268,0.003268,0.003268
104,1691.62,1.04953,0.90958,1.33008,0.88633,0.69255,0.78899,0.5729,1.04653,0.89097,1.43517,0.003202,0.003202,0.003202
105,1707.65,1.04089,0.8898,1.33191,0.85247,0.74132,0.79313,0.5741,1.07957,0.86082,1.45379,0.003136,0.003136,0.003136
106,1723.68,1.03628,0.88515,1.32507,0.89479,0.75,0.80356,0.59608,0.99082,0.76733,1.41849,0.00307,0.00307,0.00307
107,1739.7,1.0193,0.86713,1.32436,0.87859,0.73795,0.78747,0.57945,1.01404,0.91838,1.42501,0.003004,0.003004,0.003004
108,1755.77,1.04374,0.90671,1.34126,0.87132,0.75734,0.80267,0.6052,0.98631,0.82002,1.38627,0.002938,0.002938,0.002938
109,1771.99,0.99519,0.85352,1.30794,0.87153,0.75987,0.80123,0.58753,1.00998,0.8272,1.4293,0.002872,0.002872,0.002872
110,1788.14,1.02361,0.86248,1.32708,0.88696,0.74854,0.80071,0.59246,1.00819,0.83378,1.44375,0.002806,0.002806,0.002806
111,1804.34,0.99432,0.82044,1.30595,0.85437,0.77195,0.80259,0.57712,1.04469,0.79857,1.44305,0.00274,0.00274,0.00274
112,1820.52,1.01919,0.85849,1.31282,0.89982,0.71053,0.79579,0.59301,1.00637,0.80499,1.40737,0.002674,0.002674,0.002674
113,1836.58,0.97923,0.82323,1.29589,0.88408,0.73684,0.80216,0.58945,1.03086,0.79029,1.44609,0.002608,0.002608,0.002608
114,1852.72,0.99527,0.82998,1.31276,0.87485,0.73026,0.79458,0.5819,0.99968,0.86037,1.40642,0.002542,0.002542,0.002542
115,1868.89,1.02216,0.86888,1.31742,0.86446,0.72697,0.78788,0.58214,1.01744,0.87107,1.41865,0.002476,0.002476,0.002476
116,1885,0.99235,0.83297,1.31263,0.87058,0.74013,0.7993,0.59467,1.00144,0.78911,1.41229,0.00241,0.00241,0.00241
117,1901.24,0.98509,0.82323,1.29753,0.88791,0.75567,0.80453,0.59684,0.99807,0.81049,1.41126,0.002344,0.002344,0.002344
118,1917.42,0.98493,0.81699,1.30098,0.8863,0.7436,0.80105,0.60171,0.97824,0.81977,1.39336,0.002278,0.002278,0.002278
119,1933.54,0.9641,0.79987,1.28033,0.90222,0.73026,0.80747,0.61061,0.96238,0.75555,1.3692,0.002212,0.002212,0.002212
120,1949.88,0.97805,0.81129,1.28899,0.83148,0.74671,0.797,0.59225,0.99913,0.85537,1.41193,0.002146,0.002146,0.002146
121,1966.1,0.97052,0.81007,1.29722,0.88225,0.75,0.80124,0.59593,1.00396,0.82213,1.41626,0.00208,0.00208,0.00208
122,1982.29,0.95133,0.79577,1.27844,0.87188,0.75987,0.79953,0.59324,0.98393,0.7933,1.39754,0.002014,0.002014,0.002014
123,1998.46,0.95394,0.80936,1.27607,0.86779,0.75568,0.81233,0.60326,0.99924,0.83973,1.39339,0.001948,0.001948,0.001948
124,2014.62,0.94959,0.795,1.28219,0.90346,0.75658,0.80351,0.60302,0.99301,0.75798,1.413,0.001882,0.001882,0.001882
125,2030.87,0.93963,0.80346,1.27157,0.85003,0.76447,0.80541,0.61351,0.9595,0.78911,1.38875,0.001816,0.001816,0.001816
126,2047.13,0.96407,0.80305,1.28676,0.88065,0.76645,0.80974,0.60463,0.97854,0.76144,1.39592,0.00175,0.00175,0.00175
127,2063.3,0.94494,0.77428,1.27293,0.88628,0.75658,0.80575,0.6168,0.95229,0.78516,1.37478,0.001684,0.001684,0.001684
128,2079.57,0.94871,0.78936,1.2651,0.88409,0.74342,0.80616,0.6117,0.96585,0.7669,1.36142,0.001618,0.001618,0.001618
129,2095.73,0.97376,0.80839,1.28221,0.88266,0.74231,0.80646,0.60832,0.96603,0.78425,1.37882,0.001552,0.001552,0.001552
130,2111.86,0.96306,0.78857,1.27656,0.88851,0.76025,0.80834,0.61718,0.95819,0.78004,1.38379,0.001486,0.001486,0.001486
131,2128.15,0.93846,0.78566,1.26453,0.8989,0.74342,0.8053,0.61253,0.94967,0.8002,1.37018,0.00142,0.00142,0.00142
132,2144.28,0.89705,0.74022,1.25219,0.88514,0.73515,0.80184,0.61249,0.97877,0.75552,1.3925,0.001354,0.001354,0.001354
133,2160.38,0.92591,0.7564,1.25467,0.87188,0.75987,0.80085,0.60651,0.97048,0.75815,1.38192,0.001288,0.001288,0.001288
134,2176.55,0.96876,0.79752,1.28067,0.87422,0.75329,0.80428,0.60516,0.9859,0.78302,1.3887,0.001222,0.001222,0.001222
135,2192.72,0.92332,0.76368,1.26558,0.86233,0.77632,0.8091,0.60551,0.98303,0.77639,1.40416,0.001156,0.001156,0.001156
136,2208.86,0.92882,0.76228,1.25738,0.88697,0.74861,0.80642,0.60967,0.95258,0.73627,1.38087,0.00109,0.00109,0.00109
137,2225.05,0.93301,0.76332,1.26104,0.86057,0.75329,0.80058,0.60605,0.94072,0.75634,1.36325,0.001024,0.001024,0.001024
138,2241.16,0.93379,0.76715,1.2577,0.88254,0.76622,0.80113,0.61048,0.95089,0.75537,1.36519,0.000958,0.000958,0.000958
139,2257.28,0.9311,0.77309,1.27575,0.86616,0.7664,0.79982,0.60918,0.95887,0.74144,1.36832,0.000892,0.000892,0.000892
140,2273.33,0.91565,0.74956,1.24974,0.88509,0.76316,0.8032,0.60981,0.94797,0.78972,1.36768,0.000826,0.000826,0.000826
141,2290.82,0.8367,0.72747,1.25342,0.9,0.74009,0.80269,0.6131,0.94081,0.73393,1.36135,0.00076,0.00076,0.00076
142,2306.97,0.81565,0.64485,1.24475,0.9031,0.75,0.80502,0.61042,0.97327,0.71935,1.39442,0.000694,0.000694,0.000694
143,2323.05,0.79977,0.60762,1.21927,0.92297,0.70724,0.80591,0.61764,0.94505,0.7621,1.35795,0.000628,0.000628,0.000628
144,2339.19,0.78002,0.61025,1.21647,0.88826,0.73214,0.81013,0.62101,0.93866,0.73015,1.35117,0.000562,0.000562,0.000562
145,2355.37,0.77888,0.59304,1.20899,0.918,0.7365,0.814,0.6169,0.94114,0.75108,1.35693,0.000496,0.000496,0.000496
146,2371.36,0.7668,0.56807,1.20899,0.91399,0.73684,0.81215,0.61198,0.95991,0.74652,1.36823,0.00043,0.00043,0.00043
147,2389.22,0.7548,0.56468,1.18594,0.90518,0.73684,0.81009,0.61524,0.93894,0.73814,1.35587,0.000364,0.000364,0.000364
148,2405.21,0.7636,0.57545,1.21116,0.92952,0.71382,0.80646,0.61794,0.93228,0.7281,1.34825,0.000298,0.000298,0.000298
149,2421.24,0.74444,0.55761,1.19204,0.92104,0.72368,0.80728,0.61523,0.93481,0.74197,1.35032,0.000232,0.000232,0.000232
150,2437.25,0.76474,0.58166,1.20534,0.92116,0.73027,0.81025,0.61753,0.94434,0.7386,1.35621,0.000166,0.000166,0.000166
